DCC_ID,vector
DCC1838,"[-3.97689015e-01  1.10017121e-01 -1.28831919e-02 -3.41682017e-01
 -4.21448290e-01  1.04407281e-01 -8.70965235e-03  7.42125958e-02
 -3.73859629e-02 -2.99327165e-01 -8.00733343e-02 -6.56064823e-02
  3.43497753e-01 -1.41463831e-01 -4.18425165e-02  4.51647431e-01
  3.69240642e-01  2.56524622e-01 -3.32737654e-01 -6.26469553e-01
 -5.61642498e-02  6.52750507e-02  5.83335161e-02  2.03697518e-01
 -1.92882761e-01  2.25115061e-01  8.54912698e-02 -1.75204277e-01
 -9.14812684e-02  3.32568139e-01  3.77284974e-01  3.41261528e-03
  1.28935635e-01 -1.10479683e-01 -2.57133752e-01 -2.17554364e-02
 -1.17562182e-01  2.41893798e-01 -2.96243876e-01 -1.11598566e-01
  1.84206516e-01  5.29872477e-01 -1.30206784e-02 -8.39115456e-02
 -2.25238189e-01  1.73800215e-02  6.95745274e-02  2.59640008e-01
  4.51888949e-01 -1.66270375e-01 -1.05850361e-01  1.44579440e-01
 -1.63995493e-02  1.53576463e-01  2.25322828e-01 -3.12105983e-01
  1.98054805e-01  1.09720744e-01  2.59720594e-01 -1.70315877e-01
 -2.89138496e-01  7.40153491e-02 -2.06747070e-01 -4.65937227e-01
  8.57214630e-02 -3.46888751e-02  2.01105848e-01 -1.04473634e-02
  2.43376657e-01  1.49470031e-01 -1.73762336e-01  1.39623478e-01
 -1.36063769e-01 -1.29040569e-01  1.71214849e-01 -3.37941289e-01
  7.69016296e-02 -1.50508299e-01 -2.06489563e-01 -1.12706177e-01
  2.87828714e-01 -2.93852128e-02 -3.56319338e-01 -2.49744534e-01
 -5.02615035e-01 -1.08407170e-01  1.30752660e-02  1.60097152e-01
 -2.23191932e-01  2.00686276e-01  2.55448651e-02  3.90902400e-01
 -2.45787054e-01 -3.08905125e-01  1.68568060e-01 -2.23585125e-02
 -6.02802932e-02 -2.23170653e-01  4.21428792e-02 -1.05996944e-01
  1.75760254e-01  3.61234158e-01 -2.15091944e-01 -7.99608603e-02
  3.64919126e-01 -3.59208554e-01  8.62988085e-02 -2.67061025e-01
  2.19206419e-03  2.38107555e-02 -1.22924626e-01  5.29827103e-02
 -7.05406845e-01  1.80776343e-01 -4.98176873e-01  1.90080755e-05
 -1.00383513e-01 -1.75976381e-02  1.19302928e-01 -6.33695647e-02
 -6.26806691e-02  1.29243270e-01  3.95457983e-01 -9.83664170e-02
  9.82426777e-02 -1.87964484e-01  2.99522467e-02 -5.54178059e-01
  8.90954062e-02 -2.62831777e-01 -2.96035945e-01 -9.61549655e-02
  2.61799753e-01 -2.66726404e-01 -1.94705710e-01  4.34179977e-02
 -2.81312466e-01 -1.90437406e-01 -1.26537278e-01  8.37865938e-03
 -1.54223949e-01 -8.99191722e-02 -3.97778749e-01 -1.02914467e-01
 -4.88933086e-01 -2.58956015e-01  7.38167837e-02  8.35848972e-02
 -2.94309884e-01  5.75435534e-02 -1.93212584e-01  3.40846300e-01
  1.32766038e-01  1.38899148e-01  1.70281738e-01 -7.83968419e-02
 -2.12343082e-01 -1.27614126e-01  3.53525728e-01 -2.32798737e-02
 -1.82015911e-01  2.39152297e-01 -2.37628371e-02  8.16679224e-02
  7.86502361e-02 -8.98491666e-02  1.16231434e-01  2.14913636e-01
  6.15598224e-02 -2.66324654e-02  4.56946015e-01 -1.82226542e-02
 -2.27203116e-01  3.56322601e-02 -1.28121987e-01 -1.34675577e-01
  1.04993485e-01 -2.32648533e-02  5.31450033e-01 -8.78803208e-02
 -1.50062263e-01 -1.89549640e-01 -2.64279813e-01 -1.16259858e-01
 -2.31926933e-01  3.07456851e-01 -4.74982448e-02 -9.50692594e-02
  4.46178979e-04  1.92239825e-02  1.21155359e-01  2.93477714e-01
 -7.55977258e-02  2.53330879e-02  3.45012158e-01 -4.41999465e-01
  1.23664625e-01  3.23281646e-01  2.07007736e-01  4.63160612e-02]"
DCC0520,"[ 5.2532125e-01  1.6732941e+00 -1.6197257e-01 -9.6168309e-01
  2.6984429e-01  1.5083820e+00 -1.9451154e+00 -1.4155455e+00
 -1.1295242e+00 -2.5642238e+00 -1.4972774e+00  3.1914959e+00
 -4.2236272e-02  1.2132044e+00  1.9502272e-01  2.1098084e+00
  8.3342057e-01  7.0178723e-01 -1.6087278e+00 -5.8043584e-02
  2.2895808e+00 -1.3528940e-01 -2.3757315e-01  3.1275180e-01
 -2.8237240e+00  1.1596038e+00  2.0615139e+00  1.6979611e+00
  2.0543263e+00 -4.7447911e-01 -2.4080622e+00  4.1535223e-01
 -3.1531978e+00  1.9977195e+00 -9.7155356e-01  8.7680811e-01
 -1.1301601e+00  2.0536472e-01  7.2625059e-01  4.7519397e-02
  4.1069121e+00 -6.9926456e-02  1.1790673e+00  2.3028276e+00
  1.4656833e-01 -8.4578514e-01  9.0470117e-01 -1.0765196e+00
  1.1592497e+00 -5.0735027e-01 -1.9491574e+00  1.6982098e+00
 -1.4724460e+00 -5.4662901e-01  1.3244368e-01 -1.5023249e+00
 -4.7261361e-02 -1.1832738e+00  2.8639722e+00 -1.3912147e+00
 -3.3085012e-01 -9.0636039e-01  1.7558478e-01 -1.0195700e+00
  5.7210386e-01  1.6373668e+00 -4.6123071e+00  7.5146139e-01
  2.4313567e+00  1.3073287e+00  6.5104204e-01 -2.1183267e+00
 -8.9794852e-02 -1.9658898e+00 -2.5722513e-02 -8.7084752e-01
  1.1862485e-01  2.9445307e+00 -2.5914056e+00  9.8453814e-01
  2.9554579e-01  4.1241613e-01 -6.6935235e-01  7.3402494e-01
  1.9396228e+00  1.2611516e-01  4.2264061e+00 -1.0179808e+00
  1.4657371e+00 -1.8573576e-01  7.6328582e-01  3.2907836e+00
  9.9696308e-01  4.9105161e-01 -4.3579289e-01 -1.7379861e+00
  2.4905938e-01 -5.8218008e-01  3.3738134e+00  1.2730563e+00
 -4.9725899e-01 -7.2746724e-01  2.4809418e+00 -1.0476807e+00
 -1.1652696e+00 -1.1698025e+00 -1.6618672e-01 -2.3352420e+00
 -5.8477187e-01  1.1043887e+00 -2.3478165e+00 -1.6459808e+00
 -2.6371810e+00 -1.5460327e-01  4.4992074e-02 -1.9108232e+00
  1.6483033e+00  3.2367749e+00 -9.8884588e-01 -1.4297335e+00
 -2.4622649e-01  1.2250370e+00 -6.1933558e-02 -3.1178245e-01
  1.4584488e+00 -1.5514488e+00 -2.0965221e+00  1.7483596e+00
 -6.6035300e-01 -1.4936028e+00 -2.5807300e+00 -2.3733284e+00
 -1.7916157e+00  1.0854286e+00 -5.9651494e-01  1.7935544e+00
 -2.7176964e+00 -6.0374606e-02  2.8459308e+00  9.0481842e-01
 -6.9252169e-01 -8.9102459e-01 -2.3303783e+00 -3.7861215e-03
  1.2175825e+00  2.2924545e+00  4.4437185e-01 -7.6391053e-01
 -3.7398461e-01 -2.4020422e+00  8.1531543e-01  2.1746855e+00
  1.1742226e+00  2.8292863e+00  2.0041399e+00 -1.7467695e+00
  1.1818548e+00  1.8186080e+00 -8.7727070e-01 -1.0703067e-01
  3.0617313e+00  5.3737734e-02  6.2015617e-01  4.9547923e-01
  1.7225026e+00 -8.0457646e-01  1.9818016e+00 -2.1702056e+00
  3.5897765e+00 -4.5370772e-01  1.6545662e+00 -7.3363900e-02
 -1.0109373e+00 -2.7504466e+00  2.4377064e-01 -1.5027249e+00
 -1.2022743e-01 -1.9072850e+00  1.0916222e+00  1.6283526e+00
  5.7787168e-01 -7.1550816e-01 -1.4843488e+00  1.0771699e+00
 -1.7410488e+00 -7.3504615e-01  6.5353882e-01 -2.1865962e+00
 -3.2387197e-01 -1.4344940e+00  1.1870749e+00 -1.4030977e+00
 -2.7677814e-02 -7.9205382e-01  1.8221394e+00  1.5422182e+00
 -1.1856641e+00  2.2934573e+00  2.1571276e+00 -3.2670088e+00]"
DCC0029,"[ 2.1933796   0.3951249   0.6225708   0.55868375  0.5121611  -0.22079289
 -0.87704015 -1.9624693  -1.7345357  -2.6690283   0.02096281  2.149556
  0.40285322  1.6290712   3.484957   -0.07595759  0.2773082   1.3249909
 -0.5181289  -0.95410967 -0.42265007 -0.40755013 -0.29331896 -1.3460238
 -0.10289034 -0.8162837  -0.24210966  1.2164234   0.20453028 -1.8786997
 -0.85294944  1.5207815  -1.6235764   1.4354577   0.35909846  1.1235094
 -2.202335    1.0746721  -0.24418381  2.6675508   0.17297     1.270171
  1.8384115  -1.3488513   0.14206639 -1.3272235   1.0290526  -0.5022492
  0.92001027  3.072996   -1.5694147   1.3511688  -1.3499367   1.0650371
  0.18822832 -1.7099571   2.9441018   0.94791293  0.18598425 -1.5174149
  1.0870479   1.6974924  -1.0822006  -0.1788103  -1.079517    1.9162861
 -0.6166055  -0.50304216  0.77095926 -1.8741411   0.5221943   1.5916003
  0.706492    1.1287601   2.4121091   0.12917496 -2.358173    2.1355722
 -1.0689341   1.6416538   1.2486838  -1.1191825   0.11674265 -0.48016813
  2.0566325   1.2821472   1.506954   -1.2669834   0.4260501  -0.08424071
 -0.55126244  1.5959519   0.53539425 -2.1662672   1.0838056  -0.50402105
  1.0036547  -2.8382678   3.1464305  -1.0333078  -0.7491952   2.0183277
  1.0998272  -1.7139956   3.0753558  -0.59130275  2.8371654  -2.1175778
 -2.3866835   2.206462    0.4884497  -0.5828371   1.1697197   1.4542483
 -1.8736014  -0.5032463   1.5914967  -0.04501721 -0.4041942   0.05112612
 -0.3928296  -0.6186058   0.7092877   0.8054842  -1.4286824  -1.9341619
 -0.85683995 -2.3164856  -1.0383961  -0.03526174 -0.66150796 -2.3165493
  0.17360656 -1.7457802   1.8808173  -0.5971145  -0.06440191  0.40905026
  3.280386   -0.7455657  -0.17661764  1.11008    -2.9426389   1.4154983
 -1.3048646  -0.09394821 -1.4017651  -0.39218238  1.3998376   0.05457616
 -0.9036416   0.34339896  1.732876   -0.281323    2.725168    0.29333118
 -1.9732136   1.6792749   1.0749549  -3.7593744  -0.75537723  2.410331
  0.33581257  1.2650703   3.2416532   2.3366194  -0.10266367  1.9919469
 -0.53985673 -2.8882616   2.0669591  -0.52031976  1.3801448   1.9715922
 -0.4854943   0.41039816  2.307504   -1.5941628   0.0163871   0.15274325
  1.6984094  -0.88307714 -0.26982212  0.00706984 -0.54252076 -0.14853546
 -1.1387486  -0.35510203 -1.102721   -0.03364788  0.26651827  1.9044224
 -1.8875009  -0.11837386 -0.86114544  0.34893504 -0.00774505  2.225488
  1.8736147  -1.8379881 ]"
DCC0030,"[ 1.4135665  -1.503313   -0.8670802   2.4341788   2.7946467  -0.43931293
 -2.6540396  -0.23223515  1.3205242  -2.9203644   1.6764096   0.21552418
 -0.47372025  0.31091696 -0.12195598 -0.40641534 -0.7377358   3.8564062
 -1.0755812  -0.42349324  0.00730687 -1.5432975   0.7605172   0.40890738
 -1.2390256   1.0353347  -2.649661   -0.68064743 -1.777839   -0.26660046
 -1.5511237  -1.5649979  -1.624333    0.9433372  -2.3149137   0.39470375
 -4.1088195   2.9701684   0.18086645  3.946536   -4.0236626  -0.34678978
  2.29215     1.875815    0.01876696 -0.47033083 -1.272379    0.29597637
 -1.4679296   3.2741477  -1.5159811   1.8491305  -1.9501001  -0.32063887
  1.4987575   1.2343326   0.44228816 -0.75294864  0.93627775 -1.0043707
 -0.5504843   1.4612154   3.1309888  -0.34828994  1.2102625  -1.6790472
  0.5411925  -0.6766827   0.36654693 -0.2899494  -1.2061855  -1.4346395
  1.3234469   1.5196584   1.6925848   1.333021    1.8649156   1.9170909
 -1.3670372  -0.5444742   3.2725089   1.7606294  -1.5894395   0.1727906
  2.2521296   4.5241117   1.1833279  -1.4640303   0.96806574 -2.0106008
  0.41975752  3.580427    1.6167133  -1.4404995   0.22247517 -3.9443312
 -1.9282819   3.158131    2.7427073  -1.4996712  -1.7336102   1.3885175
 -1.5816349  -0.50704175  3.396765    0.96310824  1.6615678   1.5781176
 -2.8356867   0.5802912   1.9743025  -1.4720381  -1.9544337  -1.5076283
  0.21378879  0.8537131  -2.8092344   1.4706434   0.29739645 -0.12004963
 -1.051234    0.85118103 -1.2558103   1.4030176   0.9993675   0.42666262
  0.14823262  0.5950777  -0.60733926 -1.3861438  -3.0178754  -0.64229405
  1.1645734   1.1475924   3.4661891  -2.6161125   0.0230853   2.8520143
  1.9222611  -1.3723016  -0.31355804  2.909539   -4.3787217  -1.7547643
 -0.8038276  -0.70416135 -0.9798806   1.3071935   0.90879375 -0.54037154
 -0.9038311   0.3862935  -0.56539655  2.3776593   1.3742768   0.96407336
  2.8449142  -1.6137586  -0.11511909 -0.39249977  0.35307023  4.414767
  1.2410989  -0.05833011  1.9850023   0.9384271  -0.6433677   0.3146191
 -0.7903096  -5.575978    2.8969164  -0.11538488 -0.10035469 -2.4561865
  2.0006835  -0.6267141   2.0317602  -1.4493495   1.1168512  -0.98969233
  0.3352206   0.48327282  2.0968451   1.8422544  -3.1223872  -0.35979873
  1.9221592   2.0235736  -1.8690757   1.328643   -1.1535491   1.910249
  3.1232872   1.0144055  -0.83032274  0.5051958   4.655242    2.2208757
  1.8438691   0.7305751 ]"
DCC0031,"[-0.7160798  -0.7595917   0.9164073  -0.56644374 -0.5363847   0.26283348
 -0.6619085  -0.00891046 -0.0554392  -0.03737919  0.42316246 -0.21052274
  0.37062636  0.01597756  0.6216225   0.08317353  0.30633587  0.96630275
  0.25768915 -0.720537   -0.07997859 -0.12510918  0.45807874 -0.17848329
 -0.3043272  -0.75767577 -0.48262826 -0.05913957 -0.45892173  0.6326211
  0.09474105  0.5167035  -0.61382264  0.58435225 -0.33036786  0.5280659
  0.5708313   0.64291143  0.19508357  0.00621991 -1.136663    1.3287233
  0.68610823 -0.34116575  0.3438323   0.161034    1.0958952  -0.092742
 -0.00917627 -0.00671798 -0.378216   -0.46414268 -1.5381503   0.153956
  1.1662102  -0.321839   -0.27385402  1.0967579   0.01679856 -0.08124497
  0.30180183 -0.53373945  0.09734343 -0.628193   -0.07474165 -0.32744837
 -0.14079885 -0.05204435  0.33732975 -0.00215797 -0.09213565  0.04006938
  0.01945622  0.59663755  0.09262934 -1.2538279  -0.0461845  -0.4153586
  0.5200285   0.6946548  -0.06263222 -0.18712534 -1.1555759  -0.9717868
  0.15846385  0.71139675  0.90144587  0.24877678  0.07355399 -0.6268203
  0.60919356  0.8508657  -0.08952826 -0.5680695   0.13824232 -0.76156324
 -0.1655139   0.6854679   0.40687415  0.24294686 -0.5680754   0.49614802
  0.72021997  0.34562466 -0.4853301  -0.53732896 -0.27086893  0.25879362
  0.46063936  0.92387015 -0.71103454  0.04230451  0.17149854 -1.1073555
 -0.6171251  -0.062143   -0.46793586 -0.7208232   0.14584486  0.27537504
 -0.48189488  1.2576591  -0.21950077 -1.1721756   0.16515684 -0.39431
 -0.04103365 -0.9030253   0.6062706  -0.21846643 -0.71872836 -1.128997
  0.19264984  0.11133807 -0.06347857  0.43951434 -1.5393964  -0.0847417
  0.41705558  0.5173219   0.02192887  0.8986895  -0.95962405  0.39096257
 -0.2616137  -1.7983167  -0.1489429   0.67802995 -0.06312494 -1.156685
  0.12378895  0.04721176  0.37535685  0.49770394 -0.07188931  0.42863268
  0.14396335 -0.3523589  -0.12272093 -0.49253395  0.5205259   0.6159115
 -0.09272106  0.6538061   0.7336772  -0.34298277  0.7503408  -0.49071246
  0.6401095   0.10118078  0.0365417  -1.2024455   0.6029206  -0.54296434
  0.26992637 -0.78768307  0.42909232 -0.34341958  0.76024824 -0.5290393
  0.8357876   0.30755782  0.6275652   0.20913836 -0.2151735   1.3832726
  0.8452093   0.5048537   0.22734037  0.21037747 -1.1167629  -0.1940147
  0.19616994  0.30757415 -1.0568427  -0.23711088 -0.03828368  1.0063201
  0.81296635  0.5283689 ]"
DCC0032,"[-3.0154090e+00 -7.9285854e-01 -1.3696472e-02  4.8956209e-01
  2.5784340e+00  1.7258208e+00 -3.1428480e+00  1.0808109e+00
 -2.2865339e-01 -2.9929271e-01 -1.4157906e-01  3.3966541e-01
 -9.9689418e-01  1.8148160e+00 -6.4471585e-01  2.7984650e+00
  1.4370319e+00  4.3291063e+00 -4.3153712e-01 -3.2548580e+00
  9.8110050e-02  4.8546189e-01 -1.4816781e+00 -9.3442708e-01
 -8.3869529e-01 -1.0026181e-01  3.2912904e-01 -7.1870553e-01
  1.5852894e-01  1.3779148e+00  1.6901273e+00  8.9216012e-01
 -1.7900754e+00  1.9656823e+00 -1.2924070e+00 -3.0560440e-01
 -7.2115105e-01  1.9747219e+00  8.7813568e-01  8.0401319e-01
 -1.5176890e+00  1.3158889e+00 -6.1320746e-01 -9.0522307e-01
  1.4959062e+00 -6.8505484e-01  2.5626976e+00 -1.7261360e+00
 -7.7920198e-01 -3.9111760e-01  6.3100475e-01  2.4453216e+00
 -4.3405828e+00 -9.0224916e-01  3.9978199e+00  2.0180428e+00
  6.6748714e-01 -4.3355516e-01  1.3105104e+00 -1.3215944e+00
 -6.5328044e-01 -2.1474845e+00 -1.7613794e-01 -1.5770249e+00
  6.2926596e-01 -9.9536777e-01  1.1904777e+00 -1.6073337e-01
  1.5788903e+00  2.2213328e+00 -1.9942807e+00 -6.7530203e-01
  8.8525188e-01  1.0876666e+00  2.7329831e+00 -1.4730690e+00
 -2.1111920e+00  2.2361908e+00 -4.8088455e-01  2.1016665e+00
  1.0531964e+00 -2.6769951e-01 -2.0749707e+00  4.1074204e-01
 -1.5583088e+00  2.6310613e+00  3.4241562e+00 -7.4015981e-01
  2.2314119e+00 -1.2240378e+00  1.0667516e+00  2.4440982e+00
  7.1652430e-01  6.5810972e-01 -3.0720514e-01 -3.0333519e+00
 -2.2812033e+00  7.9886287e-01  1.1464355e+00 -5.7654679e-01
 -2.8234053e+00  1.1529152e+00  1.0511113e+00  4.7327906e-01
  2.0120273e+00  6.3092011e-01 -5.6764948e-01  1.9721676e+00
 -2.1740975e+00  1.6858544e+00 -2.2152722e-01  1.0881476e-01
  5.1409340e-01 -5.7349604e-01 -1.1386110e+00  1.0042449e-03
  1.4778981e+00  1.3080029e+00 -2.8254220e-01  8.7941545e-01
 -6.2479311e-01 -8.3578062e-01 -2.7926600e-01 -2.2653604e+00
 -7.1142554e-01 -1.3916090e+00 -2.5575492e+00  3.2671684e-01
  1.2194818e+00 -4.9388403e-01 -3.2364099e+00 -1.9570955e+00
  1.3722731e-01 -9.1488969e-01  2.1002800e+00 -1.3117117e+00
 -2.2371631e+00 -9.7036159e-01  1.6853566e+00 -1.0477846e+00
 -2.9421799e+00  1.7482798e+00 -1.8661679e+00 -2.7828974e-01
 -7.1608722e-01  6.8657166e-01  6.4778459e-01  6.3637602e-01
  3.7800699e-01 -1.0820162e+00  9.9247462e-01  3.1593761e-01
 -2.1044555e-01  1.5091916e+00  1.0158552e+00  7.9582268e-01
  7.9896045e-01  1.1816430e+00 -7.5887322e-01  2.2104156e-01
 -2.5093014e+00  1.3474327e+00  1.0126672e+00  1.6760412e+00
  2.9182541e+00  4.3804464e-01 -4.9057287e-01  1.1996661e+00
  1.8380311e+00  2.4257211e-01  8.5737485e-01 -1.2806162e-01
  9.7020054e-01  2.9591116e-01  2.7923214e+00  1.3683503e+00
  1.0534769e+00 -1.5238925e+00  8.9727747e-01 -7.2930998e-01
 -5.7822880e-03 -9.4890165e-01  1.6826078e+00 -1.2425683e+00
 -3.6509743e-01  1.2411885e+00  2.6372259e+00  1.8320498e+00
 -1.5224699e+00  2.7490675e+00 -8.4034038e-01  1.0162770e+00
 -6.4725421e-02  3.7068439e+00 -9.0833229e-01 -4.8798612e-01
  1.0912943e+00  4.1568646e+00 -1.1612546e+00  2.7126473e-01]"
DCC0033,"[ 1.5914721   1.0324829   1.4305861   3.9806569   0.6331553  -1.5881991
 -1.6479307  -0.10890922 -2.8353958  -1.6950408  -3.0829897   2.7362032
  0.8378786   0.04953511 -0.4128279   0.07075962 -1.570028    1.5408813
 -0.18036564 -1.8472332   0.26645973 -0.8815363  -1.3319019  -0.6466227
  0.7370877  -0.8363639  -1.4179538  -1.0512928   1.6351529   2.227865
 -0.18225935 -2.1429737  -1.3090221  -2.873304   -2.762383    0.4408157
 -0.25081456  1.2605162  -0.88217604  0.20108087  0.08030853  1.415908
 -0.20072368 -1.9181134  -0.59866285 -2.4884164  -0.33288136 -2.4484165
  0.536345    2.2100303  -0.39865118 -0.43183607 -1.5821728  -1.1604673
  1.739843   -0.06575037  1.9791747   0.27216914  1.0106106  -1.780026
  0.04424104  2.8397636  -0.5634438   0.46569252 -1.2154179   0.00527726
 -0.14431818  0.5981939   1.0559306  -0.32872102 -0.80694956 -0.3638779
  2.1290586   0.43472743  2.380116   -0.6688368   0.62830466  0.2806538
 -1.077955   -0.6406532   0.8239791  -0.7784536  -2.1396933   0.05517414
  2.397156    2.0464668   3.5829825  -1.9761057  -0.34268144  0.96219516
  0.5584017   4.9522815   0.69453907  2.5052505   1.4617363  -0.6272504
  0.51376694  1.3856132   0.27107534 -0.8014764  -4.2996187   3.5789855
  0.8227806  -0.01728655  1.0172307  -1.5596386   0.41973382  0.58770317
 -3.2518368   0.05172495  0.6012991   1.1283131   3.0565896  -0.8497942
  1.2012765  -2.7550664  -1.4786124   1.4387823  -0.2364816  -1.1831689
 -0.75325674 -0.823824    1.4678618   1.3610493  -1.0393934   0.52394277
 -0.66456664  0.9508647   1.4690715  -0.58068496 -1.7328914  -0.8199324
  1.6616968  -1.1559647   2.8317523  -0.1454509  -0.8020842  -0.8795932
  3.6289592  -0.08728363 -1.4612517  -1.5208122  -2.1128426   0.54495573
  0.45170242 -0.87864596 -0.01824486  0.59749985 -0.0970222   0.2827223
 -1.203819   -2.8457239   0.07366043  0.9120462   2.476553   -0.31844363
 -2.028209    1.4371297   0.5312202  -1.4785879   0.42740637  1.961326
 -0.9696529   2.3054888   3.7055783  -0.35376024  0.15871482  2.3231852
 -1.9418675  -1.6125988   2.7381048   0.47476286 -2.5554466   1.6432453
  2.238051   -0.4677576   2.2645445  -2.266866    0.06013803 -0.6189568
 -0.8820382   0.6798299   1.9450096  -0.13499923 -1.0382932   1.1246939
  0.54265624  1.6793032  -1.3401177   0.07121339  0.07416131  2.8652418
 -1.3604714   3.1429803  -1.4423748   0.32749432 -0.4124342   2.1078794
  0.7048792   3.0192056 ]"
DCC0035,"[-0.24599066 -1.0147796  -0.8571166  -0.693275   -1.1053549   1.6370999
 -1.9238383   0.40552646 -0.05925187 -2.2284966   1.3404388   1.6090854
  0.4068426   0.12955274 -0.7380119   0.63040656 -0.16331056  1.6162689
  1.0198168  -1.8391751  -0.8847507   0.6413908  -1.2404783  -0.82301056
 -0.21018197  1.2339772   0.02649059  0.23055096 -0.45871264  0.16135983
  0.6226895  -0.32157183  0.05776999 -1.3461808  -2.2390234  -0.1333966
 -0.05685766 -0.7417189  -0.5884391   0.28675836 -0.27195007  1.0873766
  0.14469005  0.77352864  0.3823651   1.5006498   1.2610855  -0.23617458
 -0.22775523  0.9180047   0.6529854   0.818171   -0.35875204  0.3803374
  1.5644368   1.2782941   1.3983719  -0.6044324   0.7617745  -0.32690048
  0.44966486 -0.74025136 -0.34298718 -0.990893   -0.6482685  -0.43009242
 -0.13636807 -0.27821094  1.9452192   0.70618176 -0.90965694  0.22509187
  1.9585799  -0.2611782  -0.7592741  -1.2000973   0.14620218 -0.1803568
  1.0384235  -0.11859331  0.16560584 -1.2229259  -0.9358929   0.3721686
  0.5571101   1.5187036  -0.53285956 -0.21330203 -0.59601617 -0.7974152
  0.45138747  0.8576085  -0.22430083  0.45616862 -0.6842432  -0.68168837
  0.7026595  -0.7777715  -0.44044077 -2.2037582  -1.706336    1.0843886
  0.37119406 -1.056025    1.171287   -1.8664417   0.76143605 -0.03773002
 -2.076277   -0.16088678 -1.7807716  -0.24375217  1.3345946  -0.51133436
  0.59672564 -1.6934713  -0.9734995  -0.5896486   1.1468905  -0.21882683
 -1.0986468  -0.30336615  0.62160194  0.5185029   0.11959524 -0.70209557
 -1.5260116  -2.1410048   0.1537875  -1.1037829  -1.4944783  -2.0768197
  0.6715439   0.56945753 -0.07655124 -0.4384591  -0.8949181   1.0371457
 -0.5814525   0.6073227  -1.3722037  -0.39703563 -1.7693591  -0.8835736
  0.02477728 -0.8918554  -1.0166668   0.43412516 -0.5366965  -0.62964964
 -0.32752126  0.1560497   0.7697169  -0.41693687  0.489361    0.08063035
  1.0010667   0.48468533 -1.5433095  -1.3359758  -0.61361986  1.1767082
 -0.74373966  0.64818853  0.8390153  -0.15791619 -0.45206815 -0.8151512
  1.3083924   0.08677522  2.3475754  -0.82723904  0.24860579 -1.7664282
  1.2201598   0.4817353   0.72136885 -0.10630021  1.2490762   0.0892751
 -0.37904075 -0.6811008   2.2300785  -0.51588446  1.2079048   0.3587225
  0.25216433 -0.34380865 -0.71530247  1.6590357  -1.0515474   0.74124527
 -0.22181989  0.89513195 -1.2507252  -1.6386061   0.45240253  2.2626145
  1.4936326   0.8260945 ]"
