DCC_ID,Node2Vec
DCC1681,"['0.0031399468', '0.16815607', '-0.011810634', '0.19917001', '-0.02773894', '-0.008285391', '0.15000096', '-0.016211241', '0.0455543', '0.39140746', '0.23449712', '0.22155012', '0.012309979', '0.025096472', '-0.18677306', '-0.13436411', '-0.32302094', '0.38125008', '-0.40357006', '0.3530744', '-0.005497836', '0.09721201', '-0.4578052', '-0.18173894', '-0.14384487', '-0.22260574', '-0.37632722', '0.187899', '0.12253204', '-0.23030202', '0.14443702', '0.2650825', '-0.010726915', '0.1599746', '-0.19076967', '0.034422796', '-0.29373935', '0.19794011', '0.08173907', '0.038787853', '-0.46684352', '6.802032e-05', '-0.27377328', '-0.4082908', '0.23054227', '-0.24752353', '-0.19662936', '0.28021967', '-0.13157903', '0.2972935', '0.4144925', '-0.1253596', '-0.2326132', '0.4202156', '-0.39632395', '-0.23298213', '-0.12175981', '-0.056811173', '-0.36158982', '0.33094648', '-0.28323567', '0.06042983', '-0.14980301', '-0.074942805', '0.3975495', '0.1489272', '0.41726962', '0.020820916', '-0.279369', '-0.3660141', '0.074986935', '-0.021413427', '-0.05196117', '-0.16570492', '0.16772823', '-0.035469487', '-0.19186735', '0.08541197', '-0.20529595', '0.4738071', '-0.3128015', '-0.27269056', '-0.01919917', '0.17067488', '-0.017169688', '0.35317394', '0.11168852', '-0.026850792', '-0.18852264', '-0.04646595', '-0.27505183', '0.1506838', '0.29766938', '0.6190398', '0.7796689', '0.18950082', '0.13701612', '0.35036442', '-0.19032273', '0.23132573', '-0.11521961', '0.013936706', '-0.09033231', '-0.23842356', '-0.04081677', '0.03194774', '0.17375682', '0.31509858', '0.062687464', '-0.16400234', '0.44430444', '-0.11728553', '0.02821602', '-0.05115351', '0.33654413', '-0.33999163', '-0.13627537', '-0.39061052', '-0.38562137', '-0.03533602', '0.20919043', '-0.3351773', '0.097354904', '0.102508456', '0.22050846', '-0.22118248', '-0.4356919', '0.27904084']"
DCC0178,"['-0.47207296', '-0.17979285', '0.23409005', '0.20698754', '0.04476399', '-0.37841862', '0.34143198', '-0.41826048', '-0.093975395', '0.5446091', '-0.6725331', '-0.0065816045', '-0.34901604', '-0.39815974', '0.06382919', '0.4329368', '0.36149713', '-0.12787014', '-0.18232916', '0.14236397', '0.25798512', '0.04230052', '-0.58433986', '-0.20489337', '0.06902782', '0.2998155', '-0.256392', '0.27283126', '0.08135432', '0.39708278', '0.39846158', '-0.30339086', '-0.41536212', '-0.2456017', '0.112310685', '-0.2228774', '0.06947007', '-0.29354143', '-0.38805726', '0.51779824', '-0.21626695', '-0.13648286', '0.023294652', '-0.23428991', '0.2880396', '-0.35996556', '-0.37885714', '0.13313042', '-0.026355626', '0.25334975', '0.37242374', '0.49154592', '-0.03783149', '0.28218368', '0.30780527', '0.009102391', '-0.13185781', '0.42003062', '0.049675833', '-0.09514265', '-0.5546558', '-0.28092122', '0.36846498', '0.40462133', '0.5855145', '-0.056695748', '0.06078864', '-0.609847', '-0.63791037', '-0.038665827', '0.13343048', '0.051613834', '0.09451055', '0.30807588', '0.026513455', '-0.17183019', '-0.22025326', '0.27326405', '0.6720882', '-0.57524085', '-0.5712701', '0.23537542', '-0.0062667066', '0.10961243', '-0.33058783', '0.028116645', '-0.018667128', '0.21613835', '0.0843535', '0.53949696', '0.29133302', '0.20909667', '0.1816456', '-0.54922056', '0.61420226', '0.5422246', '0.2149638', '-0.14463997', '0.08814173', '0.037701037', '-0.09804315', '0.35666278', '0.4488147', '0.14847723', '0.54644406', '0.25141463', '-0.327519', '-0.26570562', '-0.38973054', '-0.09410481', '0.51927084', '0.24808271', '-0.20595229', '0.052473407', '-0.11347209', '-0.17469716', '-0.589802', '-0.1818277', '-0.21221815', '-0.7218968', '0.25086558', '-0.15876588', '0.07527419', '-0.040622074', '-0.15888748', '0.231692', '0.059503287', '-0.09012801']"
DCC1657,"['-0.18197435', '0.1951921', '-0.15997747', '0.023584327', '0.2942736', '-0.02067015', '-0.05506351', '0.11724527', '-0.22818652', '0.3456224', '0.13291807', '0.0065362933', '0.26156858', '0.058500603', '-0.06205288', '-0.009914984', '-0.075404726', '0.2286707', '-0.22564703', '0.36451116', '-0.1687241', '0.1941577', '-0.23000409', '-0.03233817', '-0.14621364', '-0.17646833', '-0.25547042', '0.09165263', '-0.26971024', '-0.317691', '0.08935991', '0.05491301', '-0.20317633', '-0.09950145', '-0.08548039', '0.02338835', '0.028924387', '0.18143734', '0.1387394', '0.09163599', '-0.35599628', '0.07986995', '-0.23304085', '-0.41734982', '0.14705743', '-0.066381656', '-0.35870454', '0.4910241', '-0.23781396', '0.35342687', '0.42600974', '-0.1390923', '-0.122681975', '0.39343733', '-0.47721654', '0.1754603', '-0.09839149', '-0.41348857', '-0.20313857', '0.31891435', '-0.21357317', '0.118292905', '0.01902854', '-0.08824706', '0.23446754', '0.14946955', '0.030384233', '-0.3530178', '-0.23005816', '-0.30868328', '-0.19354738', '-0.10538153', '-0.2431625', '-0.24395175', '-0.026092147', '-0.14750686', '-0.0489255', '-0.18254009', '-0.07382834', '0.4837312', '-0.36597142', '-0.25020337', '0.35642293', '-0.178763', '0.102050856', '0.5116279', '-0.009688176', '-0.076398715', '0.10018142', '-0.12867837', '-0.15838538', '0.102429666', '0.39482936', '0.61871004', '0.87010646', '0.26740184', '0.05468174', '-0.08146757', '-0.5217769', '-0.08644602', '0.019666053', '0.12021546', '-0.14469455', '-0.10943471', '-0.22373606', '0.19175355', '0.16866595', '0.2102134', '-0.23040262', '0.11978944', '0.36646643', '-0.23662262', '0.15340665', '-0.025408193', '-0.056648012', '-0.36242026', '-0.07479549', '-0.1790675', '0.025321063', '-0.3434282', '0.30547664', '-0.35361436', '-0.12926622', '0.45346028', '0.20219606', '-0.048012514', '-0.34562808', '0.119189724']"
DCC0268,"['0.049238205', '-0.36167067', '0.14905585', '0.99115574', '-0.5064719', '-0.29912758', '0.03094305', '-0.6400597', '-0.6824863', '-0.46680227', '0.15804772', '0.12924464', '0.55707586', '0.4637382', '0.032975104', '-0.4300242', '0.27523324', '-0.26020733', '0.11692911', '-0.2861114', '-0.13783732', '0.23839767', '-0.31336176', '0.03516011', '0.41824988', '0.59997684', '0.14260016', '-0.42133927', '-0.2492176', '0.02628335', '0.85130155', '-0.34100822', '-0.21477115', '0.09727737', '-0.01924992', '-0.091611795', '-0.7688125', '-0.21889922', '0.039313994', '-0.32624608', '-0.58622843', '0.11030506', '-0.33892152', '-0.09901316', '-0.2962093', '0.06802532', '-0.5958561', '0.19477244', '0.07346343', '0.60486066', '0.07552866', '0.09037736', '0.14156525', '-0.11750136', '-0.48166138', '0.38582197', '-0.83614725', '-0.33534792', '-0.08175852', '0.17286946', '-0.55811214', '0.40108773', '0.5711234', '-0.38575223', '-0.2955229', '0.07465868', '0.029587118', '-0.6243366', '-0.16450816', '-0.5498192', '-0.6107505', '-0.11487724', '-0.06934719', '-0.25927418', '0.34519354', '-0.6088697', '0.5039495', '-0.08823356', '0.057888437', '-0.24379182', '-0.8705702', '0.50996166', '0.13235869', '0.26716006', '-0.11482441', '0.28360733', '0.25109935', '-0.13541421', '-0.25142688', '-0.52683896', '0.062469188', '0.34766003', '-0.04530562', '0.3697089', '1.0203663', '0.5578807', '0.57354033', '-0.06841368', '-0.26444727', '0.29779902', '-0.7669033', '0.23258331', '0.19852577', '0.5721004', '0.95006585', '0.7848829', '-0.25491118', '0.2537271', '-0.35126424', '0.48595613', '-0.053676087', '0.31860012', '-0.20383804', '-0.2067469', '-0.33228824', '-0.017029349', '-0.15252724', '-0.2457587', '-0.23021609', '-0.40249413', '0.34268892', '-0.64049315', '0.10193527', '0.16280404', '0.61998284', '-0.55427617', '-0.40737605', '-0.47484708']"
DCC1726,"['-0.5857965', '-0.08185492', '0.061766367', '0.10875124', '0.12271372', '-0.53274226', '0.4834078', '-0.3772207', '-0.01482451', '0.3354772', '-0.8525974', '-0.14806631', '-0.21258898', '-0.3600872', '0.40057653', '0.12132531', '0.35472405', '0.18465826', '-0.205917', '0.055648927', '0.20487656', '-0.043047555', '-0.84515953', '-0.08712129', '0.020333078', '0.30672756', '-0.5054535', '0.023451567', '0.17523415', '0.2386136', '0.15857312', '-0.010070763', '-0.16154219', '0.10691617', '0.35271248', '-0.25910524', '0.02924865', '-0.45936343', '0.0037506607', '0.5471754', '-0.14045984', '-0.5210301', '0.052366216', '-0.7585527', '0.29478467', '-0.512936', '-0.5232797', '0.6136802', '-0.34235358', '0.05958108', '0.37306824', '0.22521433', '-0.11676817', '0.12677543', '0.44695467', '0.47569868', '-0.44025594', '0.5453971', '0.2696227', '0.34732214', '-0.18223795', '0.033536945', '0.2874688', '0.3709778', '0.4898746', '-0.044204846', '0.30263248', '-0.5401861', '-0.36519128', '-0.0028335142', '0.20138392', '-0.01859824', '-0.17629714', '0.34625158', '0.10739672', '-0.10686702', '-0.10155174', '0.14633179', '0.37610906', '-0.36346805', '-0.16991761', '0.15744957', '-0.057184946', '0.24268672', '0.06416862', '0.07147488', '0.032637894', '-0.011629354', '0.27222416', '0.4016298', '0.015570637', '0.3420588', '-0.21199661', '-0.29105633', '0.3436508', '0.4450817', '0.24765705', '0.087114446', '0.3126746', '0.28736672', '0.0024979354', '-0.041221358', '0.5833482', '0.040975463', '0.414415', '0.36572105', '-0.39643094', '-0.056823812', '-0.051171787', '0.34533957', '0.48526585', '-0.17284913', '-0.0024776196', '0.056866065', '-0.12261567', '0.17620797', '-0.5098453', '-0.008747391', '-0.57421196', '-0.6758657', '0.25005576', '-0.17449173', '0.2786742', '0.025991673', '-0.110356346', '0.4059866', '-0.24914461', '0.27143744']"
DCC1461,"['-0.1528865', '-0.54157704', '0.055776775', '0.025834346', '0.26434383', '0.20113018', '-0.17562886', '-0.065870225', '0.1805219', '0.24965101', '0.3314261', '0.16513053', '-0.039810102', '0.1629612', '0.10952188', '0.14154649', '-0.29777274', '0.20845215', '-0.08652123', '0.04019406', '0.22235487', '0.17444623', '-0.07071262', '-0.23692767', '-0.47431567', '0.03591121', '-0.41326892', '0.10554539', '-0.1660345', '-0.23145097', '0.013062496', '-0.44747147', '0.18927328', '-0.14343119', '-0.08019067', '-0.015974669', '-0.07309432', '-0.0506826', '0.04854521', '-0.019472668', '0.3852298', '0.446913', '-0.017998789', '-0.109567374', '0.58596164', '0.06721041', '-0.06273836', '-0.023760099', '-0.044199523', '0.3859763', '0.44888604', '0.059469514', '0.15795764', '0.16458866', '-0.040754166', '0.2914382', '-0.022978896', '-0.044437792', '-0.76506627', '0.2395172', '-0.16212639', '0.05172916', '-0.044028778', '0.41825297', '0.32153332', '-0.35717764', '0.21357185', '-0.5438207', '-0.13767144', '-0.74761117', '0.14321896', '0.11449645', '-0.5355933', '-0.46545184', '0.49112406', '-0.051201418', '-0.42185616', '-0.5047816', '-0.049090564', '-0.10672581', '-0.29225838', '0.30997497', '-0.0043978374', '0.33862054', '-0.031921297', '0.7025952', '0.30061', '0.0016840792', '0.29000312', '0.13972752', '0.049648706', '0.06823586', '-0.1849985', '0.5190874', '0.5921742', '0.27714598', '0.053896803', '-0.22703882', '-0.3212779', '0.32882425', '-0.10765256', '-0.18582489', '-0.41734403', '0.0383277', '-0.067142285', '0.3404362', '0.3272108', '0.34580937', '0.31105307', '0.21688014', '0.3401327', '-0.12219503', '-0.31493413', '0.15791757', '0.28253177', '-0.46723384', '-0.028087292', '0.23946588', '-0.20800516', '-0.08094574', '0.28852832', '-0.12032132', '-0.16235416', '-0.39502436', '0.20486145', '0.19106168', '-0.06010423', '0.11361375']"
DCC1624,"['-0.39003813', '-0.30337003', '-0.29048988', '0.05605188', '-0.0754327', '-0.08207357', '-0.2525849', '-0.07247541', '0.24644779', '0.86980736', '0.06024872', '0.3525343', '0.3047253', '0.43313012', '0.09368046', '0.19327572', '-0.042970583', '-0.017367968', '-0.3949354', '0.17574783', '0.21838066', '0.15796848', '0.035774246', '-0.13800128', '-0.32010227', '-0.038700756', '-0.2299706', '-0.107830256', '-0.45691818', '-0.078419976', '-0.07473575', '-0.105058074', '0.047828853', '0.020029832', '-0.24074121', '-0.06278541', '-0.038422413', '-0.18613037', '-0.0917911', '0.04684852', '0.057754423', '0.3544794', '-0.30875072', '-0.23475662', '0.23837207', '-0.14433658', '-0.22048807', '-0.024294067', '-0.07941218', '0.21949916', '0.45456332', '-0.0920035', '0.01997973', '0.7019392', '-0.03678843', '0.31545195', '-0.080047734', '0.112849176', '-0.26791912', '0.3832337', '0.058039516', '0.5689714', '0.41510108', '0.26026353', '0.17523818', '0.042644102', '0.1420473', '-0.5200923', '-0.27805313', '0.009109191', '-0.0851513', '-0.052001465', '-0.1690215', '0.022502704', '0.21295059', '-0.2377821', '-0.22036912', '-0.32609832', '-0.025426656', '0.25590044', '-0.16463178', '0.03662487', '0.038123615', '0.35162482', '0.0109974975', '1.0843108', '0.30216405', '0.029645922', '0.058743548', '0.15273778', '-0.14792013', '0.04759289', '0.16205794', '0.42748755', '0.6838238', '0.48848784', '0.11717605', '0.35590404', '-0.20110205', '0.6432941', '0.24611449', '0.4959935', '-0.30368084', '-0.090947874', '-0.056385446', '0.019379461', '0.2439267', '0.38079208', '-0.17805032', '0.21263954', '0.26249084', '-0.36834997', '-0.06971503', '-0.21552932', '0.32836384', '-0.06712955', '0.13027433', '0.0015323363', '0.3141234', '-0.10473731', '0.032360926', '-0.3456599', '-0.28633484', '0.19057783', '0.107616894', '0.284834', '0.01206744', '0.122035615']"
DCC1166,"['0.38255194', '0.51717323', '0.025473097', '0.06727493', '-0.14726801', '-0.39613426', '0.17503476', '-0.40733805', '0.047958132', '0.28028893', '-0.056900468', '-0.7362535', '0.50086725', '0.516253', '-0.121876895', '-0.0269533', '-0.38451964', '-0.93115073', '0.34002623', '-0.8153464', '0.08567229', '0.1937217', '-0.69086033', '0.4267955', '0.023917668', '0.4705235', '0.053848736', '-0.19531637', '0.43622658', '-0.62193495', '-0.10944945', '-0.01267472', '0.14257748', '-0.23714302', '0.7340858', '-0.055951994', '0.009479899', '-0.43735301', '-0.6614346', '0.75273836', '0.26998264', '0.22969197', '0.13147502', '0.15166762', '-0.06981134', '-0.24239975', '-0.08864192', '0.47325566', '0.6967656', '0.2554279', '0.38019812', '0.040416747', '-0.28908482', '-0.4412809', '0.23571348', '-0.18544635', '-0.26263028', '-0.069407076', '0.01167513', '-0.39347795', '-0.5496871', '0.0043420135', '0.3377492', '-0.42680988', '0.39208522', '-0.23530918', '0.66109335', '0.03432121', '-0.37396088', '-0.1177541', '-0.116647616', '-0.1491528', '-0.6673415', '0.54388344', '1.1185181', '-0.016219692', '-0.18318386', '0.17266572', '0.23197185', '-0.35330677', '-0.9063389', '-0.0012102937', '0.19169867', '0.21564409', '-0.40586448', '0.4089791', '-0.04674064', '-0.15198618', '0.057567477', '-0.38230923', '0.2323158', '0.22489022', '0.16576344', '-0.29356787', '0.84325874', '0.44511414', '0.3116288', '0.13975981', '-0.15581787', '0.28165552', '1.1571082', '0.24254884', '-0.06815613', '-0.14271098', '0.5088836', '0.4956471', '-0.83214873', '0.726311', '0.18389972', '0.21980748', '0.34965685', '-0.21337911', '-0.30356047', '-0.49793386', '0.2702391', '-0.09163276', '-0.13222916', '0.3554103', '-0.7218071', '-0.3892378', '1.1882261', '-0.36272365', '-0.3050518', '-0.054339223', '0.30621', '0.25081176', '0.5924217', '0.3777528']"
DCC1106,"['-0.12458463', '-0.017159587', '-0.101230994', '0.57401055', '0.11192337', '-0.52965647', '0.38817564', '-0.14225806', '-0.03799541', '0.16611126', '0.2794321', '-0.4842585', '0.17110196', '0.18801071', '0.20669018', '0.10334814', '-0.3491849', '0.15996394', '-0.25293446', '0.40464506', '-0.038909595', '0.15542799', '-0.49370933', '-0.12377547', '-0.31658635', '0.0048874533', '0.010498353', '0.22957191', '0.03826095', '-0.55734247', '-0.1147393', '-0.39306295', '0.13980398', '0.09238945', '0.07069828', '0.1330702', '-0.24309018', '-0.07833345', '0.13821408', '0.012816706', '-0.5205095', '0.21354318', '-0.15900747', '0.083646305', '0.4763715', '-0.031005114', '-0.055936', '0.12584452', '0.2249689', '0.22041702', '0.5588925', '-0.44725597', '0.19632742', '0.1628533', '-0.38104552', '-0.07330652', '0.07751203', '-0.43983114', '-0.27701274', '-0.020505354', '-0.17306279', '0.25319448', '0.4659495', '0.15145619', '0.39317724', '-0.20710929', '0.35687506', '-0.20871933', '-0.0012766247', '-0.5056036', '0.058501143', '-0.3415266', '-0.024488002', '-0.17965065', '0.016975457', '0.15876205', '-0.16238406', '-0.1765827', '-0.16098908', '-0.029518388', '-0.28711545', '0.16621101', '0.27233624', '0.2836132', '0.04490135', '0.2276564', '0.08531764', '0.0454419', '-0.07526243', '0.17437935', '-0.04797185', '-0.10062893', '-0.33352003', '0.49097598', '0.4887005', '0.16632761', '-0.02179497', '-0.07605044', '-0.22881684', '-0.07512674', '0.104070194', '0.0110723395', '-0.35679364', '-0.18182522', '0.19007812', '0.50332725', '0.097481035', '0.22932416', '0.3338879', '0.20977397', '0.36003056', '-0.20527759', '0.03349082', '0.22841826', '-0.09507572', '-0.25945505', '-0.1441104', '-0.15163666', '0.115886986', '0.00011422685', '0.122128904', '0.09384107', '0.020988831', '-0.3723545', '-0.19211568', '0.12455984', '-0.27187696', '-0.0003974073']"
DCC0429,"['-0.4680834', '-0.041687578', '0.29410955', '0.21596943', '0.2717902', '0.01273317', '-0.09191629', '-0.14069551', '0.2676944', '0.22184996', '0.06939773', '-0.007438434', '0.03556447', '0.13290891', '-0.3407518', '-0.11269243', '-0.084030144', '0.19278367', '-0.33732295', '0.18579835', '0.0006624502', '0.041541275', '-0.4152371', '-0.3477399', '-0.45818987', '-0.023948412', '-0.33681047', '0.24406475', '-0.23187602', '-0.35748437', '0.05530825', '0.17140281', '0.10143395', '0.19775143', '-0.22978765', '-0.14396532', '0.019550284', '0.081431724', '0.26326716', '0.040493082', '-0.3775149', '0.21854286', '0.042696375', '-0.28528345', '-0.05343076', '-0.2115509', '-0.3555994', '0.10937822', '0.036299437', '0.17606643', '0.2560669', '-0.07368013', '-0.24045505', '0.4152136', '-0.049164236', '0.16837044', '0.103632145', '-0.39231324', '-0.15839072', '0.38747615', '-0.11663524', '0.19434296', '0.2093238', '-0.25662616', '0.35091373', '0.41418386', '0.4591755', '-0.16875285', '-0.15871805', '-0.27486292', '-0.11041501', '0.06713122', '0.14680351', '-0.08099302', '0.40517616', '-0.7932217', '-0.40207922', '-0.56532127', '-0.048064217', '0.26396763', '-0.29641047', '0.27282426', '0.21896546', '-0.083908565', '-0.10074818', '0.547816', '0.09191653', '-0.16635777', '0.13024922', '-0.00013079174', '-0.1583113', '0.21880879', '0.13205084', '0.13893019', '0.45133853', '0.5524182', '-0.15705493', '-0.104795694', '-0.51232857', '0.27191785', '0.3181506', '0.6740135', '-0.23368338', '-0.058922537', '-0.18381849', '0.12367749', '0.010244817', '0.43213278', '-0.24580947', '0.28432074', '-0.09161085', '-0.25020298', '0.029194944', '0.041491147', '-0.18923368', '-0.07389917', '-0.043990158', '0.27440974', '0.30771524', '0.13473107', '0.21727066', '-0.27230662', '-0.26710084', '0.026467618', '-0.0011552668', '-0.3252718', '-0.2102609', '0.29137015']"
DCC1509,"['-0.06485349', '-0.38398162', '-0.76796544', '0.1087925', '-0.40596476', '-0.05668102', '-0.04009478', '-0.43257993', '0.4762294', '0.10988366', '-0.22604202', '-0.18954723', '-0.404377', '0.25653192', '-0.22151309', '-0.2872822', '0.39926487', '-0.64225304', '-0.21168882', '-0.31947982', '0.19936475', '0.032205213', '-0.0076269885', '-0.3445388', '0.21368147', '0.58915275', '-0.1660015', '-0.46402153', '0.32651883', '0.50846076', '0.11408168', '-0.1295574', '-0.22653188', '0.03921626', '0.4115289', '-0.07914692', '-0.14293212', '-0.22308604', '0.20597346', '0.56810474', '-0.41032603', '0.4091112', '0.2981977', '-0.201247', '-0.27526274', '-0.36769268', '-0.9030604', '0.43069312', '0.1648351', '0.014557131', '0.72821784', '-0.090510145', '0.06951029', '0.28655377', '-0.14491263', '-0.2588194', '-0.49839562', '-0.08023133', '0.30119687', '0.2847164', '-0.1467897', '-0.19448134', '0.6559703', '0.16263726', '-0.42469645', '0.173931', '0.38089684', '-0.55266094', '-0.40879107', '-0.38005298', '-0.11212794', '0.19940656', '0.11046254', '-0.15556267', '0.2742225', '-0.04387572', '-0.25938857', '-0.3718983', '-0.4009595', '-0.23157202', '-0.8250605', '0.42414328', '-0.23853883', '0.03736225', '-0.15819678', '-0.20327032', '-0.0213207', '-0.18531778', '0.36255538', '-0.75847536', '0.22682118', '0.06262208', '-0.49976382', '0.6363355', '0.5721087', '0.7192214', '0.26473597', '0.2161066', '-0.071177155', '-0.13864152', '-0.01384462', '-0.055297997', '0.8617249', '0.64145', '0.9483176', '-0.14480682', '0.084885515', '0.5431147', '-0.31473514', '0.3177642', '0.38170394', '-0.2377335', '-0.42019534', '0.21819523', '-0.37120068', '0.004932726', '0.32289365', '-0.24008952', '-0.4114024', '-0.46889222', '0.35818043', '-0.5304946', '-0.13097788', '-0.1905529', '0.58262646', '0.46489167', '-0.14727986', '-0.5248145']"
DCC1465,"['-0.31897354', '0.083501', '-0.11208257', '0.20138557', '0.17210653', '-0.21636418', '0.3898972', '-0.66311973', '-0.47571367', '0.2989017', '-0.058581546', '0.010447584', '0.5187079', '0.39935204', '-0.49322358', '0.24155237', '-0.113921985', '0.026896052', '-0.20909317', '0.12975459', '-0.1285296', '-0.109558724', '-0.4753874', '-0.26043403', '-0.025993474', '-0.58350116', '0.23221354', '0.21084335', '-0.3940405', '-0.0803337', '0.51651806', '0.25821394', '-0.5147116', '-0.2543273', '-0.031707473', '0.4681299', '0.036219805', '0.11109839', '0.039472025', '-0.50772256', '-0.6061367', '0.31190577', '-0.14053376', '-0.68991804', '-0.1826344', '0.09018815', '-0.15515941', '0.4983685', '-0.2752406', '0.704337', '0.28167477', '-0.34892848', '-0.70656574', '-0.16396323', '-0.25463805', '-0.19846891', '-0.83810794', '-0.22618525', '-0.19519418', '0.6452774', '-0.29645607', '0.7894903', '0.13322921', '0.37704775', '0.49398273', '0.385218', '0.38806367', '-1.0358064', '0.47681913', '-0.39385742', '-0.17251095', '-0.022346133', '-0.01344334', '-0.10538265', '-0.16487606', '-0.9885696', '-0.008185512', '-0.39280006', '-0.053132072', '-0.641356', '0.23998067', '-0.2557826', '0.10822613', '0.173028', '0.21807224', '-0.477592', '0.25552276', '0.34152457', '0.07861439', '-0.4936166', '-0.21304515', '0.34283522', '-0.31503668', '0.49125102', '1.0316092', '0.8590781', '0.19187385', '0.2957871', '0.19677192', '0.16358781', '0.08389191', '0.52277', '0.2818242', '-0.14563425', '0.57408816', '-0.3931193', '-0.53218985', '0.157068', '-0.06244301', '0.42533103', '0.08283681', '-0.14327002', '-0.39110526', '-0.027128745', '0.21927178', '-0.14625084', '0.3306298', '0.108536705', '-0.826076', '-0.21852355', '0.78179264', '-0.48544917', '-0.1378267', '-0.37534308', '0.24164413', '-0.38184386', '-0.651469', '0.014728214']"
DCC0058,"['0.61387306', '-0.034918882', '-0.23035783', '0.33157697', '-0.103402704', '0.042792488', '0.13752733', '-0.74174476', '0.3088071', '0.6858641', '-0.811868', '-0.10829523', '0.17635831', '0.17832513', '0.08541427', '0.6739465', '-0.3070869', '0.47785354', '0.44214287', '0.48730904', '-0.2271056', '-0.4490189', '-0.25755194', '-0.028506653', '-0.67568755', '0.3616062', '-0.046590008', '-0.7731576', '-0.41871053', '0.5772468', '0.15437523', '0.6772621', '0.059813075', '-0.14287248', '0.6568868', '-0.8492007', '-0.42248353', '-0.14885865', '0.5604184', '0.08494863', '0.13869311', '0.47669178', '-0.22776398', '0.15677564', '0.50519484', '-0.06305083', '-0.48402506', '0.5679217', '0.032429416', '0.12623754', '0.7360392', '-0.44598767', '-0.38794655', '0.2747321', '0.23899043', '-0.48324257', '-0.16235551', '0.11287953', '-0.08853467', '-0.58453006', '-0.54122365', '-0.15240686', '0.7728924', '0.23336998', '-0.09661424', '-0.32836196', '0.3903265', '-0.7360993', '-0.24042025', '-1.1451398', '-0.29442242', '0.20912223', '0.32344642', '-0.16563511', '-0.5464554', '-0.4274999', '0.0046043987', '0.03911043', '0.23150314', '-0.77312285', '-0.35908976', '-0.26684815', '0.025887212', '-0.52987504', '-0.15019543', '-0.19757305', '0.18711065', '-0.8773704', '0.3626346', '-0.22637914', '0.46882212', '-0.025324581', '0.08099908', '-0.056350287', '1.2009587', '0.12271688', '-0.057684656', '0.539399', '-0.52345204', '-0.0325379', '0.24260585', '0.7123478', '-0.8185193', '0.5619577', '0.37924078', '-0.059744023', '-0.3969301', '0.48573688', '0.30989563', '0.34019446', '0.9478371', '-0.19741206', '-0.79719925', '0.011205715', '0.039571688', '-0.062371284', '0.068487056', '0.19492869', '-0.3474507', '0.117519386', '0.5113942', '-0.5187982', '0.35866562', '-0.5427578', '-0.06014742', '0.4080185', '-0.06904186', '-0.48753637']"
DCC0603,"['0.017503059', '0.27308917', '0.10072867', '-0.1483204', '-0.094638', '-0.0792875', '-0.11277517', '-0.33097434', '0.6649299', '0.5563582', '-0.30260447', '0.14050467', '0.43737206', '-0.019870698', '-0.076754406', '-0.131489', '-0.14898099', '-0.09839862', '0.14992955', '-0.17382436', '0.12858137', '-0.19908726', '-0.15431763', '-0.11058999', '-0.010839072', '0.15939566', '-0.5828873', '-0.24889013', '0.52802944', '-0.07552248', '0.51473314', '-0.087664805', '-0.038900096', '-0.6685238', '0.7351715', '-0.20819424', '-0.43179685', '0.65478694', '-0.59468603', '0.25535575', '-0.8902895', '0.38450348', '-0.17523871', '-0.65011054', '0.452553', '0.24887422', '-0.31127483', '0.22781758', '-0.09696916', '0.3992141', '0.8858927', '-0.22776847', '-0.9347798', '0.51068896', '-0.39674243', '-0.6311812', '-0.34821728', '-0.16376582', '-0.036477715', '0.4111636', '-0.25366217', '0.4571518', '-0.086430125', '0.26206547', '0.30802143', '0.068215296', '1.0598868', '-0.41242102', '-0.36191952', '-0.3200225', '-0.19754413', '-0.08042205', '-0.34001207', '-0.3901447', '0.20006773', '-0.2692936', '-0.15876658', '0.22742505', '-0.17931576', '-0.7060209', '-0.06489844', '0.1536982', '-0.13227555', '0.2896572', '0.24452229', '0.056382965', '-0.17130883', '-0.55243737', '0.6965832', '0.37232846', '0.40989807', '-0.04615212', '0.1456525', '0.9157655', '0.721613', '0.542191', '0.64447135', '0.19966778', '-0.32282352', '0.5762754', '0.79305416', '0.024052696', '0.6179985', '0.18038066', '0.73151225', '-0.4016131', '-0.022781149', '0.20196132', '0.57166463', '0.4345008', '-0.014203896', '-0.028498584', '-0.08309056', '-0.45525745', '-0.6591618', '-0.15583195', '-0.09285043', '-0.3295726', '0.13374998', '-0.5509688', '0.39274287', '-0.28253564', '-0.606035', '-0.13412362', '-0.17057826', '-0.22802529', '-0.32760546', '0.45460263']"
