DCC_ID,Node2Vec
DCC0464,"['-0.54415214', '0.050626867', '0.009126434', '0.047544952', '0.23251902', '0.164312', '0.2819489', '0.021487229', '0.031991363', '0.31632987', '-0.16707909', '-0.57963717', '0.012437092', '-0.02608003', '0.079165734', '0.35644484', '-0.1232415', '0.11214588', '0.11032822', '-0.098928384', '0.46408343', '-0.37399623', '-0.44122958', '0.07567169', '-0.24186845', '0.4293865', '-0.26874277', '-0.21443857', '-0.11672923', '0.339561', '0.7646583', '-0.024904003', '0.18141882', '-0.32185468', '0.4878807', '-0.2109506', '0.25687805', '-0.2582676', '-0.2999298', '0.20599091', '-0.19011158', '-0.4050059', '0.17683917', '-0.22833589', '-0.0060488917', '0.05639729', '0.028602043', '0.16113187', '0.059352186', '-0.28548864', '0.5692145', '0.4662778', '0.081262626', '-0.2723906', '0.52702284', '-0.05921904', '-0.01388536', '-0.19599254', '0.040543154', '0.18719831', '-0.42532504', '-0.23251665', '-0.019030087', '0.1414347', '0.22631504', '0.0920699', '0.04876841', '-1.0496941', '-0.399769', '-0.5159355', '0.50649613', '0.2338603', '0.07867735', '0.20708272', '0.44945958', '-0.3160887', '-0.10857389', '0.32047784', '0.10485205', '-0.70270115', '-0.12515517', '0.08042124', '-0.17009716', '0.309973', '-0.36697707', '0.02571611', '-0.42957503', '0.23004946', '0.4254129', '-0.40609348', '-0.009449303', '0.612077', '-0.27324346', '0.9066068', '0.8195707', '-0.01294481', '0.090432696', '-0.10962078', '-0.50110424', '-0.16648369', '-0.13022043', '0.33911702', '0.2573597', '0.15588517', '0.7470271', '0.7761386', '-0.31374234', '0.14111494', '0.43287376', '0.1990618', '0.2836948', '-0.5035203', '-0.79200083', '0.14015354', '-0.07925164', '0.43571335', '-0.44025218', '-0.07439428', '0.053036783', '-0.35945937', '0.2950641', '0.08747877', '0.071948275', '-0.13738948', '0.28057936', '0.23891145', '-0.002685627', '0.19343115']"
DCC0186,"['0.031817365', '-0.3416513', '-0.30482978', '0.3256187', '-0.11520373', '-0.17414568', '0.12712587', '-0.56175965', '-0.039247304', '0.5847221', '0.16285145', '-0.0063402676', '-0.23542204', '-0.040034406', '0.07786833', '0.37228888', '-0.029276289', '0.3848967', '-0.41856104', '0.15319912', '0.07611532', '-0.036862362', '-0.15571804', '-0.43431264', '-0.38489795', '0.025282701', '-0.08093573', '-0.041784804', '-0.14404714', '-0.23929045', '0.23725235', '0.120414086', '0.35942662', '0.1658064', '-0.24641135', '0.1543302', '0.19874021', '0.10914127', '-0.25395092', '0.18982433', '-0.22645599', '-0.3761027', '0.22776853', '0.16055885', '0.2905941', '0.13077338', '-0.17700411', '-0.035861786', '0.14893633', '0.17946133', '0.3368383', '0.78491956', '0.04116408', '0.09552837', '0.12260263', '0.39056718', '-0.026452078', '-0.30721274', '-0.297195', '0.045723584', '-0.16567941', '-0.084790304', '-0.02579215', '-0.08719799', '-0.09691929', '-0.063600175', '0.14662853', '-0.1440265', '-0.24338865', '-0.24486482', '0.26243782', '0.078995034', '-0.31732923', '0.091123074', '0.31144202', '-0.18399866', '-0.3673578', '0.12500688', '-0.051647983', '-0.09652513', '-0.16597334', '-0.031998962', '-0.14941339', '0.004993721', '-0.13576959', '0.10921681', '0.3322216', '-0.38486597', '0.42226842', '0.1179144', '-0.30723456', '0.03409461', '0.04445092', '-0.07586321', '0.19726908', '0.17740612', '0.12694529', '0.15005603', '-0.33127043', '0.16478504', '-0.027413119', '0.4111034', '0.11418019', '-0.33480006', '0.37940225', '0.47433007', '0.39219913', '0.16230664', '-0.27425864', '0.34444594', '0.3541081', '-0.33837166', '-0.21931538', '0.06832247', '0.010421407', '-0.20095992', '0.13840924', '0.3448176', '-0.12270952', '-0.14219405', '0.14542551', '0.18702276', '-0.5665151', '-0.07281625', '-0.04576498', '-0.18894246', '-0.015908895', '-0.119672224']"
DCC0278,"['-0.15742554', '-0.07999001', '0.1377897', '0.24812374', '-0.0912941', '0.11260764', '0.27475485', '-0.27759257', '0.08540324', '0.21907718', '0.028176904', '-0.21904348', '0.025155477', '0.35536268', '-0.04890839', '0.19000897', '-0.2811722', '0.18059807', '-0.3006112', '0.1152134', '0.13488068', '0.23364471', '-0.26336446', '-0.32174686', '-0.09582258', '-0.15643224', '0.08722641', '0.11016591', '-0.12697585', '-0.3658264', '0.022519305', '-0.17203847', '0.026874783', '-0.046045024', '0.011811343', '0.09571179', '-0.035724055', '-0.051010214', '-0.12125344', '0.044327583', '0.05331443', '0.10471535', '-0.08792368', '0.09656849', '0.087134615', '-0.11068435', '-0.2985839', '0.12251857', '0.5582476', '0.37530914', '0.05597708', '-0.09603622', '-0.3322162', '-0.032985486', '-0.17434026', '-0.10961242', '-0.021595106', '-0.17785744', '-0.17420885', '-0.016270963', '-0.09132515', '0.21016657', '0.27598518', '-0.25113633', '0.33472663', '-0.27984092', '0.09983904', '-0.20173873', '0.12428686', '-0.2781837', '-0.11068157', '0.038212232', '-0.2638289', '-0.22730228', '0.24607411', '0.1323764', '0.13316806', '-0.14248595', '-0.39038786', '0.1409384', '-0.38426778', '-0.0070183114', '0.27007148', '0.25801674', '0.04469267', '0.47109365', '0.058627386', '0.022419889', '0.083353736', '-0.0048304843', '0.09633394', '0.0571166', '0.016666295', '0.28372836', '0.71231776', '0.08534998', '-0.029918654', '-0.14281902', '-0.10059642', '-0.14565296', '-0.04530204', '0.13471815', '-0.549829', '-0.07093664', '0.22027', '0.28768212', '0.074139416', '0.003340373', '0.45738322', '-0.085919', '0.23931994', '-0.112871155', '-0.15196398', '0.39928734', '-0.09085289', '-0.0151438005', '0.0044113146', '-0.0687263', '0.15993516', '0.26909876', '0.0830707', '0.032559842', '-0.20964092', '-0.25849235', '-0.030059135', '0.2494983', '-0.062499292', '0.09855004']"
DCC0193,"['0.3689314', '0.21577196', '-0.02576758', '-0.038948674', '-0.081416756', '0.42226845', '0.048565432', '-0.54545647', '-0.18150064', '0.18517946', '-0.19624738', '0.052080646', '-0.20145538', '-0.25711706', '0.5569946', '0.37419003', '-0.04497292', '0.1737182', '0.10561312', '-0.12099452', '-0.051206462', '0.0095387725', '-0.4692155', '-0.50343686', '-0.18205655', '-0.20335847', '0.3170732', '0.027926097', '-0.03642753', '-0.0005068286', '0.10730585', '-0.45703226', '-0.042201806', '0.26717538', '-0.044831935', '-0.02907004', '-0.17716369', '-0.05566677', '-0.05129473', '0.13361439', '-0.32185483', '0.018523686', '-0.20963445', '0.470362', '-0.041966047', '-0.30531943', '-0.3035627', '0.19826569', '-0.2408427', '0.092659704', '0.1565775', '0.09836445', '-0.15383269', '0.20910847', '0.24070422', '-0.25166637', '-0.4295444', '-0.2679755', '0.06796898', '-0.22212279', '-0.12415983', '0.155956', '-0.31604028', '-0.025836661', '0.04131149', '-0.061515354', '-0.05084367', '-0.15643893', '-0.29682884', '-0.3446623', '-0.20814608', '0.14785968', '0.07156705', '0.29855695', '0.07224074', '0.04056533', '-0.37434307', '-0.09271105', '0.26051366', '0.0883827', '-0.20426843', '-0.016910287', '0.27675676', '0.6056094', '-0.16806063', '0.39102194', '0.13812636', '-0.1012444', '0.2071415', '-0.35607183', '0.28687876', '-0.02014464', '0.2809276', '0.020536453', '0.38384575', '0.25159684', '-0.22009365', '-0.011740149', '-0.12218182', '0.23369473', '-0.10899301', '0.08653174', '-0.10937377', '0.32551694', '-0.08398883', '0.29160854', '-0.33940154', '0.05185179', '0.20758538', '-0.45930392', '0.43232915', '-0.5787713', '-0.07416145', '0.1429516', '-0.51514', '-0.059094135', '-0.17202614', '-0.05604009', '0.014070833', '-0.015998602', '0.4670385', '-0.11414035', '-0.07859928', '-0.18630421', '-0.35134655', '0.40906954', '-0.025945794', '0.13578257']"
DCC0218,"['0.105400935', '-0.07105758', '-0.08528328', '0.2839933', '0.3063288', '-0.13643655', '-0.059786018', '-0.23756103', '0.122686535', '0.48924032', '-0.092094146', '-0.18324386', '-0.012519682', '-0.001098653', '0.29057714', '0.043668937', '-0.2042554', '0.009406345', '-0.04523904', '0.045437038', '0.018985698', '-0.012558861', '-0.19622783', '-0.2126879', '-0.32465115', '0.11161063', '-0.19300535', '0.098981895', '-0.1766303', '0.11204533', '0.08875001', '-0.41711757', '-0.045847774', '-0.08312121', '0.12560631', '0.12103732', '-0.17604141', '-0.046046548', '-0.3820286', '0.026120247', '-0.13228123', '0.15790386', '-0.10092261', '-0.111883', '0.35423043', '-0.11388241', '-0.3905799', '-0.36016315', '-0.0759017', '-0.14475766', '0.12689334', '-0.16348596', '-0.05318264', '0.37622437', '-0.17958407', '0.0011724362', '-0.20493452', '-0.17083105', '0.024964329', '0.06251474', '-0.2608603', '0.1908681', '0.17363618', '-0.3150585', '0.30206457', '-0.1822373', '0.24827263', '-0.30379042', '-0.0039756643', '-0.36431497', '-0.03332583', '0.05828852', '-0.11263879', '-0.52587855', '0.22881773', '-0.21096943', '-0.5203764', '0.61638993', '-0.3202383', '-0.03273759', '-0.35184017', '0.033084493', '-0.1717734', '0.3087717', '0.12807146', '0.18668598', '0.08421618', '-0.17438227', '0.23563738', '0.083905', '0.054264277', '-0.038276896', '0.16400911', '-0.05882131', '0.49653268', '0.256262', '-0.059110157', '-0.18557619', '-0.3629896', '0.01768716', '-0.2995039', '-0.20916119', '-0.2899212', '-0.20216687', '0.31611192', '0.15665807', '-0.19739449', '0.29911652', '0.47983104', '0.20490652', '-0.03660575', '-0.12338176', '0.06687501', '0.39930263', '-0.24110141', '0.17809807', '-0.012579183', '0.15115517', '-0.11438483', '-0.046513148', '0.043285284', '-0.26311803', '-0.13335358', '-0.046966355', '0.046783198', '0.16932935', '-0.5595955', '0.13322213']"
DCC0150,"['-0.42345786', '-0.12971096', '0.28912115', '0.32780457', '0.120864786', '-0.2832692', '0.4961906', '-0.27647316', '-0.057834722', '0.5134134', '-0.7183859', '0.04257607', '-0.28162307', '-0.20387973', '0.20593166', '0.23408797', '0.36654088', '0.054999262', '0.10217107', '-0.032783274', '0.15880066', '0.0049666655', '-0.8202946', '0.21021219', '-0.066197254', '0.22976583', '-0.4666113', '0.0994732', '0.087255806', '0.15294866', '0.43288895', '-0.11434366', '-0.13715744', '-0.16723102', '0.13036855', '-0.22607714', '0.060714766', '-0.25193173', '-0.15601592', '0.47106823', '-0.11104915', '-0.43258074', '0.1746075', '-0.37785545', '0.26170525', '-0.07600016', '-0.45386136', '0.27427995', '-0.040593743', '0.16370593', '0.27025503', '0.24634084', '-0.10316573', '0.17705366', '0.2137299', '0.16872862', '-0.19688721', '0.29267487', '0.12181952', '0.094801344', '-0.43978807', '-0.059153143', '0.16327891', '0.39821216', '0.39815015', '-0.04022918', '0.059722025', '-0.49104092', '-0.44578615', '-0.3151467', '0.048401352', '0.09474753', '-0.35901037', '0.41057152', '-0.031336974', '-0.13940449', '-0.33452815', '0.1864074', '0.47383595', '-0.72654295', '-0.43233317', '0.11487605', '0.113372065', '0.23762299', '-0.21399383', '0.1292656', '-0.119340815', '-0.0017678917', '0.2697696', '0.35303262', '0.07299902', '0.1258447', '-0.030618308', '-0.45835045', '0.41944367', '0.37379327', '0.26817626', '-0.024675805', '0.026870085', '0.008530437', '0.06216758', '0.15181978', '0.36172003', '-0.03567763', '0.31375068', '0.22706926', '-0.29221913', '-0.36360544', '-0.27830982', '0.14081803', '0.22731403', '0.24423891', '-0.26275104', '0.13176408', '-0.22877228', '0.17752892', '-0.40353814', '-0.17675282', '-0.059980784', '-0.705841', '0.38794106', '-0.16310842', '0.10211132', '-0.10867638', '-0.17354308', '0.30507523', '-0.018209327', '0.090230174']"
DCC1121,"['-0.07641676', '-0.43627328', '-0.049030636', '0.24009731', '0.31314278', '0.13397251', '0.1747532', '-0.25152993', '0.08111681', '0.21333276', '0.11335392', '-0.18946695', '0.021120943', '-0.12938835', '0.16628331', '0.22043653', '-0.47576645', '0.35425663', '-0.34666547', '0.28975803', '0.010193568', '0.30369034', '-0.22436912', '-0.19477455', '-0.040954486', '0.22239314', '-0.40458316', '0.08406234', '-0.12639894', '-0.12965219', '0.039818328', '-0.24806051', '0.05475198', '-0.19294558', '-0.28226942', '0.2085301', '-0.11860928', '-0.014760098', '-0.051914714', '0.03816193', '0.12181188', '0.017317506', '-0.07008454', '-0.025929872', '0.38786823', '0.08865675', '-0.17963903', '0.23024948', '0.08618851', '0.41104797', '0.31431803', '-0.17133658', '0.20451413', '0.08437875', '-0.11851057', '0.15112238', '-0.02764971', '0.076356694', '-0.5289553', '0.36166212', '-0.31772605', '0.11800645', '-0.004298997', '0.30003515', '0.045430962', '-0.14153108', '0.13822792', '-0.6230796', '-0.05869255', '-0.5959944', '0.06671881', '-0.07350473', '-0.3472578', '-0.38142145', '0.4597961', '-0.24713199', '-0.33250025', '-0.1277299', '-0.26234', '-0.01076973', '-0.15570138', '0.14786059', '-0.07155053', '0.3272193', '-0.05212772', '0.39938682', '0.2952246', '-0.05425771', '0.13579185', '0.19857642', '0.20840323', '0.015280244', '-0.2355117', '0.24261938', '0.45406115', '0.44280183', '-0.10876724', '-0.14905693', '-0.18021739', '0.09931328', '-0.060032617', '0.14795388', '-0.44112885', '-0.22941154', '-0.06644127', '0.36030382', '0.3047293', '0.33334908', '0.18715246', '0.18951537', '0.1797864', '-0.13263735', '-0.27510452', '0.27429724', '0.08087111', '-0.41687858', '-0.19487832', '0.021167811', '0.15485588', '0.024682228', '0.13057955', '0.04665469', '-0.2911807', '-0.25732702', '0.027647361', '0.34947017', '-0.23280856', '-0.029667903']"
DCC0096,"['-0.2883721', '-0.07275895', '0.029315276', '0.08203461', '0.1351414', '-0.15831366', '0.03456976', '-0.113568194', '0.17035636', '0.14464115', '0.10869754', '0.009515832', '-0.053137887', '0.036217384', '-0.051477436', '-0.079855755', '-0.17028435', '0.25332004', '-0.23284061', '0.07396309', '0.11330651', '-0.05943991', '-0.1786768', '-0.015904155', '-0.15743874', '-0.08609674', '-0.115107134', '0.07353156', '-0.2936693', '-0.3264125', '0.050247163', '0.070393585', '0.09218655', '-0.2047589', '-0.13918604', '0.032211564', '-0.062429555', '0.36001018', '-0.047081117', '0.09665912', '-0.39360058', '0.22828354', '-0.034400348', '-0.47185922', '0.21672522', '0.03644676', '-0.26084363', '0.068054736', '0.040702526', '0.4100729', '0.16951157', '-0.032324426', '0.00013955528', '0.40602222', '-0.46049443', '-0.15562563', '-0.13869275', '-0.12876786', '-0.4821475', '0.24963912', '-0.237873', '0.14509256', '-0.02050257', '0.097803', '0.2413225', '0.1495269', '0.23087417', '-0.19527483', '0.012654436', '-0.3450711', '-0.1822676', '-0.08181173', '-0.024619713', '-0.16126972', '0.16368929', '-0.10020757', '-0.099560484', '-0.28672478', '-0.21146768', '0.35550466', '-0.042873178', '-0.051858414', '0.13157675', '0.2566477', '0.10623593', '0.20900625', '-0.008517184', '-0.10659559', '0.08223612', '0.20384958', '-0.30243436', '0.19102238', '0.119611196', '0.4486978', '1.0096132', '0.3760986', '-0.04256864', '0.30269378', '-0.19646268', '0.19305438', '0.2198973', '0.2022151', '-0.29791576', '-0.08881932', '-0.24929926', '-0.0449276', '0.07652672', '0.43376607', '0.028968485', '0.31413475', '0.28274277', '-0.20717297', '-0.13425572', '0.10948054', '0.0258926', '-0.41358992', '-0.29932877', '-0.39616862', '-0.07451836', '-0.24344307', '0.37854522', '-0.15200268', '-0.07235035', '0.0050210427', '0.19495182', '-0.20672044', '-0.4433442', '0.1039176']"
DCC1124,"['0.09680008', '0.097233616', '0.1439838', '-0.035768922', '-0.70250237', '-0.12411337', '0.14555359', '-0.19182225', '0.27871317', '0.23982245', '-0.46163967', '0.17330927', '-0.4539537', '-0.23580097', '-0.20810182', '0.17196466', '-0.05457186', '-0.14148691', '0.31669167', '-0.22601064', '-0.39700276', '-0.09097094', '-0.5947597', '-0.29326367', '0.11139805', '0.013372626', '0.09543266', '0.41550374', '-0.17837009', '-0.048961338', '-0.19759083', '-0.11140153', '0.08094495', '-0.246899', '0.05301105', '-0.35417518', '-0.044499353', '0.15892033', '-0.38881865', '-0.20303679', '-0.22278842', '-0.051826928', '0.113093406', '-0.049595516', '-0.5000998', '-0.25551346', '-0.20590635', '0.2634336', '-0.11958631', '0.106172465', '0.19693479', '-0.39580768', '0.04112825', '-0.2805477', '0.21654554', '-0.10046401', '-0.013612031', '-0.17362477', '0.111807436', '-0.56414485', '0.043046013', '0.21209404', '0.30854756', '-0.25667885', '0.053998865', '-0.29374003', '0.00090918236', '0.047200836', '-0.29539704', '-0.17889312', '-0.4728677', '-0.2607845', '-0.13939603', '-0.21626537', '-0.07056412', '-0.19915468', '-0.75874823', '-0.48563665', '-0.094633184', '0.013850803', '-0.18523435', '-0.0047591957', '0.13100386', '0.5814017', '0.26164445', '0.42546484', '-0.115361586', '-0.11809341', '0.40510678', '-0.55025595', '0.0059253694', '-0.20744698', '0.023445725', '0.5875052', '-0.006166109', '0.5473646', '0.33551103', '0.37153614', '-0.19563097', '-0.014521118', '-0.008170574', '0.07239809', '0.013129345', '0.18432678', '0.5111683', '0.35368153', '-0.2190983', '0.19202396', '0.20906855', '-0.11299563', '0.07275241', '-0.50756586', '-0.5052871', '-0.08307658', '0.119464114', '-0.24998102', '0.052956365', '-0.050614275', '-0.07086028', '-0.26312667', '0.18254174', '-0.3398166', '-0.16587567', '-0.006831153', '0.023094254', '-0.034312386', '0.25914466', '0.23909627']"
DCC0351,"['-0.58013177', '-0.2847507', '0.25803486', '0.13742621', '0.095612794', '-0.39205444', '0.27486277', '-0.31658685', '0.076662876', '0.3359998', '-0.56499994', '-0.0046389005', '-0.16241026', '-0.06710928', '0.17329045', '0.13275193', '0.4000159', '0.14852172', '-0.05226165', '0.043793604', '0.32993177', '-0.1772117', '-0.850196', '-0.12868965', '-0.28032422', '0.32518417', '-0.28064916', '0.030776773', '0.20266539', '0.13017148', '0.4337835', '-0.15230067', '-0.32568195', '-0.1772326', '0.41255206', '-0.21435001', '-0.194941', '-0.30990914', '-0.086116925', '0.53963655', '-0.10068465', '-0.43997484', '0.15667285', '-0.42404225', '0.36166984', '-0.04952845', '-0.418155', '0.30644616', '-0.16022243', '0.074115135', '0.35963354', '0.2455452', '0.06773347', '0.26287344', '0.32834637', '0.27333972', '-0.25542825', '0.48507047', '0.03669737', '0.18064997', '-0.47568065', '-0.05592356', '0.15664321', '0.27659026', '0.5336583', '-0.13678421', '0.20212753', '-0.43018797', '-0.5703632', '-0.02625914', '-0.17842017', '0.052859448', '-0.29334176', '0.43193698', '0.0020601822', '-0.29437172', '-0.32346487', '0.3152923', '0.45381612', '-0.7946987', '-0.31991172', '0.17547682', '0.012564583', '0.09831954', '-0.16742335', '-0.023057655', '-0.15705316', '-0.16325529', '0.26958376', '0.28450778', '0.18217887', '0.2573752', '-0.13624969', '-0.34980825', '0.70325565', '0.22068308', '0.13441704', '-0.12588575', '0.10957275', '0.06465213', '0.117793635', '-0.041786384', '0.46607456', '-0.032296885', '0.33715183', '0.30732882', '-0.3147327', '-0.18329734', '-0.2583963', '0.24956295', '0.34831762', '-0.024620768', '-0.15276568', '0.04866318', '-0.15803386', '0.09118483', '-0.38256335', '-0.2587576', '-0.185849', '-0.44429097', '0.36142623', '-0.15148112', '0.223237', '-0.1048335', '-0.095187254', '0.24481031', '-0.07994369', '-0.06938791']"
DCC0103,"['-0.15736729', '-0.21972118', '0.29250023', '0.32148126', '-0.090045795', '-0.021107137', '0.019743253', '-0.37390268', '0.001781555', '0.20623301', '-0.12700957', '-0.103266224', '0.10713465', '0.28692952', '0.09049029', '-0.06548107', '-0.14093192', '0.14242055', '-0.31174377', '0.39756718', '0.10118546', '0.21761395', '-0.26348728', '-0.15563376', '-0.12829857', '0.070642024', '-0.1830915', '0.14375538', '-0.30611956', '0.00081346266', '-0.152434', '-0.014751277', '0.00023828085', '-0.06089284', '-0.20541981', '0.30142394', '0.14349763', '-0.12029562', '-0.1738361', '-0.17261827', '0.054458816', '-0.10550727', '-0.27085963', '0.24943665', '-0.08729101', '-0.16860682', '0.03363361', '0.09828915', '0.120338425', '0.40929633', '0.4440191', '-0.19583093', '-0.44858828', '-0.116228946', '-0.037610635', '0.1064151', '0.060544543', '-0.17191082', '-0.2367774', '0.06536361', '0.11307515', '0.1836274', '0.21496624', '-0.04553189', '0.23008662', '-0.10541918', '0.06116876', '-0.13851865', '-0.050469633', '-0.4062857', '0.013956677', '0.019112943', '-0.12898642', '-0.26975182', '0.50001407', '0.14404424', '0.01916632', '-0.01536569', '-0.30117762', '0.30023786', '-0.6675362', '-0.08144616', '-0.09957488', '0.22888905', '0.19178139', '0.31961834', '0.1726747', '-0.16681336', '0.015424116', '0.121187374', '-0.10169048', '-0.10468305', '-0.06427955', '0.24933104', '0.61400086', '0.14004165', '-0.11607935', '0.006331945', '0.03165652', '0.26064655', '-0.13454834', '0.1119421', '-0.45675778', '0.016790602', '0.28405148', '-0.02354999', '0.1880241', '-0.14906885', '0.15631835', '0.1522764', '0.37296742', '-0.31211534', '-0.0660246', '0.25366765', '-0.19300999', '-0.22214821', '-0.041231196', '-0.020849846', '-0.13428609', '0.30733353', '-0.074397475', '0.0020114125', '-0.16385779', '-0.06703664', '-0.05382964', '0.13541098', '0.061508182', '0.14368361']"
DCC0282,"['-0.049041804', '0.11490767', '-0.18008816', '0.31440425', '0.0125506595', '-0.13603531', '0.28071922', '-0.021971116', '0.40836975', '-0.07500106', '-0.36583176', '-0.4024248', '0.08788275', '0.3672579', '0.11713874', '0.0103207', '-0.25138408', '-0.2677418', '-0.26275018', '0.0594957', '0.09057151', '-0.13682276', '-0.29826176', '0.15517072', '0.3853144', '0.2451547', '-0.02296316', '0.088395216', '0.029981349', '-0.26203385', '-0.21843006', '0.08378867', '0.010417598', '-0.40131554', '0.047653455', '0.18047975', '-0.15354493', '-0.25190192', '-0.70171744', '0.3192501', '-0.015818857', '-0.050108448', '-0.016697152', '0.2518131', '-0.29007575', '-0.34390208', '0.15641965', '0.2439718', '0.4026605', '0.40297708', '-0.1379649', '-0.18997073', '-0.20034185', '-0.40178463', '0.044058364', '-0.22252859', '-0.3334213', '-0.115959585', '-0.2145366', '0.18011075', '0.14596157', '-0.19784613', '0.26816413', '0.15372913', '0.31078792', '-0.2747632', '0.084149085', '-0.3553446', '-0.30466077', '-0.111884706', '-0.25478977', '0.4136077', '-0.3284341', '0.06806854', '0.29474127', '-0.28155252', '0.23676254', '-0.06206847', '0.30979133', '-0.25559068', '-0.3575489', '-0.13772988', '0.5053245', '-0.023495078', '-0.0024561542', '-0.0695962', '0.09582324', '0.04743032', '-0.24316888', '-0.6201743', '-0.08400886', '0.6020039', '0.22649106', '0.046560373', '0.52194095', '0.13483132', '0.25813395', '0.21537447', '-0.12150298', '0.323695', '0.2539748', '0.13518046', '0.15658408', '0.18916675', '0.07862963', '0.10658502', '-0.3543434', '0.36902642', '0.19787197', '0.4642599', '0.09738245', '-0.5053296', '-0.120353304', '-0.13902432', '-0.11095588', '0.040251598', '0.012543305', '0.38669765', '-0.6696686', '-0.09086462', '1.0508479', '-0.22402203', '0.21442147', '-0.0832397', '-0.6171167', '0.23293763', '-0.24137233', '0.2582926']"
DCC0050,"['-0.03982645', '-0.036957663', '-0.750498', '0.3100296', '0.033778694', '-0.28426424', '0.032007515', '-0.3878998', '0.10373148', '0.2637971', '-0.027455335', '0.15248092', '0.17844616', '0.03210701', '-0.24679068', '-0.20859392', '0.030415768', '0.2785777', '-0.4186655', '-0.09702051', '0.51097244', '0.41244465', '-0.5881707', '-0.33280846', '-0.06007889', '-0.045687206', '-0.61820984', '0.11728796', '-0.24730018', '-0.42788073', '-0.10427517', '0.09660449', '0.24363081', '0.27530044', '0.13165498', '0.06656277', '0.003296376', '-0.016157676', '0.201944', '-0.2856877', '-0.41206038', '0.3721218', '-0.0018701073', '-0.32941934', '-0.23782827', '-0.022576882', '-0.6358338', '0.27344987', '0.103004806', '0.08092667', '0.52241284', '-0.055853017', '0.045588773', '0.16815129', '-0.45522866', '-0.09655972', '-0.15891396', '-0.050185326', '-0.0614137', '0.25175315', '-0.40253973', '0.0051140185', '0.14652263', '-0.05429387', '-0.07379269', '0.33432445', '0.20592558', '-0.11043491', '0.17053148', '0.024341665', '-0.025631035', '-0.048910167', '0.10827593', '-0.35350528', '0.09572819', '-0.32518172', '-0.28302085', '-0.16288392', '-0.13085897', '0.26767543', '-0.11151731', '-0.41631672', '-0.12754309', '0.28637353', '-0.1880464', '0.5807287', '0.24422583', '-0.023910815', '-0.16894998', '-0.021635292', '-0.20753106', '0.10527143', '0.041957725', '0.6365327', '0.59078014', '0.24134009', '-0.20759526', '0.12688288', '-0.07914643', '0.13353583', '-0.43040627', '-0.05332181', '0.19391762', '0.3472634', '0.013154079', '-0.12237539', '-0.10087093', '0.3365493', '0.033713933', '0.08030542', '-0.0032670076', '0.078651', '-0.30511004', '-0.06014928', '0.08863999', '-0.2046743', '0.010895591', '-0.18741938', '-0.079052955', '-0.081254765', '0.24184418', '-0.4592959', '-0.035653066', '0.2373964', '0.068930656', '-0.22242649', '-0.015766261', '0.119260624']"
DCC0333,"['0.115099914', '-0.028570695', '0.01797338', '0.11221119', '-0.29503858', '0.055768337', '0.22004783', '-0.24785903', '0.0012806337', '0.21284713', '-0.40141213', '0.49411047', '-0.27512026', '0.057696648', '-0.27800837', '0.1323005', '-0.15401642', '0.0017173901', '0.262704', '-0.27262914', '-0.11661367', '-0.13099319', '-0.30654916', '-0.5926679', '0.27019563', '0.30565774', '-0.19636944', '0.28779998', '-0.09633909', '-0.14850818', '-0.12551545', '0.13800585', '0.08719471', '-0.37628332', '0.21727896', '-0.2673713', '-0.23403724', '0.29200545', '-0.2393844', '0.015903542', '0.009044303', '0.1532043', '0.020133888', '-0.03685362', '-0.41110125', '-0.1140373', '-0.10483815', '-0.1513732', '0.18357813', '0.37481257', '0.18682206', '-0.11822851', '0.23109749', '-0.23703043', '0.22540225', '0.16272272', '-0.12710567', '-0.010994038', '0.2871913', '-0.17334205', '-0.13337934', '0.28491676', '0.4322201', '0.010361821', '0.14884585', '0.09086425', '-0.023056036', '0.15715735', '-0.36404723', '-0.3899976', '-0.34005034', '0.0019430188', '-0.18095654', '-0.5764434', '-0.3753002', '-0.56236356', '-0.3448905', '-0.28876477', '-0.24102835', '-0.064793855', '0.036743797', '-0.12356208', '-0.032428373', '0.61511123', '0.20039853', '0.22989929', '0.13753663', '-0.14806727', '-0.068982534', '-0.52993006', '-0.34753138', '-0.2758124', '0.3449109', '0.6812689', '0.3118674', '0.5771589', '0.20490949', '0.6144887', '-0.062386177', '-0.22407159', '0.057430573', '0.16202928', '0.15441208', '0.40600035', '0.5212486', '0.424601', '-0.26075798', '0.07327085', '-0.081545025', '0.14214967', '0.056735616', '-0.4333393', '-0.26475522', '-0.032222923', '-0.058500122', '-0.052654017', '0.27410084', '-0.09569937', '-0.111483105', '-0.06403837', '0.09086061', '-0.3141095', '-0.14735262', '-0.15103017', '0.27631822', '-0.08245564', '-0.2000105', '-0.18559392']"
